activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,16906368,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C(C)=O)CCCO1,,,CHEMBL3882729,,2009.0,,CHEMBL3958466,,CHEMBL3958466,,0,http://www.openphacts.org/units/Nanomolar,2832002,<,38,1,<,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,50.0
,16906369,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCN/C(=N\C#N)N1CCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,,,CHEMBL3882729,,2009.0,,CHEMBL3942161,,CHEMBL3942161,,0,http://www.openphacts.org/units/Nanomolar,2832009,<,38,1,<,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,50.0
,16906370,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(/C(=N/C#N)N2CCCCC2)CCO1,,,CHEMBL3882729,,2009.0,,CHEMBL3940839,,CHEMBL3940839,,0,http://www.openphacts.org/units/Nanomolar,2832010,<,38,1,<,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,50.0
,16906371,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(/C(=N/C#N)N2CCCC2)CCO1,,,CHEMBL3882729,,2009.0,,CHEMBL3971050,,CHEMBL3971050,,0,http://www.openphacts.org/units/Nanomolar,2832011,<,38,1,<,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,50.0
,16906372,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Br)c(C)c3)ncnc2cc1OCC1CN(C)CCO1,,,CHEMBL3882729,,2009.0,"{'bei': '15.42', 'le': '0.33', 'lle': '3.14', 'sei': '10.62'}",CHEMBL3934095,,CHEMBL3934095,7.30,0,http://www.openphacts.org/units/Nanomolar,2832014,=,38,1,=,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,1000.0,50.0
,16906373,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CNCC(C)(C)O1,,,CHEMBL3882729,,2009.0,"{'bei': '15.76', 'le': '0.32', 'lle': '2.47', 'sei': '9.42'}",CHEMBL3914189,,CHEMBL3914189,7.30,0,http://www.openphacts.org/units/Nanomolar,2832015,=,38,1,=,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,1000.0,50.0
,16906374,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C)CC(C)(C)O1,,,CHEMBL3882729,,2009.0,"{'bei': '15.29', 'le': '0.31', 'lle': '2.12', 'sei': '10.62'}",CHEMBL3928601,,CHEMBL3928601,7.30,0,http://www.openphacts.org/units/Nanomolar,2832016,=,38,1,=,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,1000.0,50.0
,16906375,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCCC1CNC(C)(C)CO1,,,CHEMBL3882729,,2009.0,"{'bei': '15.29', 'le': '0.31', 'lle': '2.08', 'sei': '9.42'}",CHEMBL3962203,,CHEMBL3962203,7.30,0,http://www.openphacts.org/units/Nanomolar,2832017,=,38,1,=,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,1000.0,50.0
,16906376,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCCC1CN(C)C(C)(C)CO1,,,CHEMBL3882729,,2009.0,"{'bei': '14.86', 'le': '0.30', 'lle': '1.73', 'sei': '10.62'}",CHEMBL3959495,,CHEMBL3959495,7.30,0,http://www.openphacts.org/units/Nanomolar,2832018,=,38,1,=,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,1000.0,50.0
,16906377,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCCC1CN(C(=O)OC(C)(C)C)C(C)(C)CO1,,,CHEMBL3882729,,2009.0,"{'bei': '10.39', 'le': '0.21', 'lle': '-0.87', 'sei': '6.31'}",CHEMBL3916953,,CHEMBL3916953,6.00,0,http://www.openphacts.org/units/Nanomolar,2832019,=,38,1,=,,IC50,nM,,1000.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,20000.0,1000.0
,16906378,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C)C(C)(C)CO1,,,CHEMBL3882729,,2009.0,,CHEMBL3914180,,CHEMBL3914180,,0,http://www.openphacts.org/units/Nanomolar,2832020,<,38,1,<,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,50.0
,16906379,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Br)c(Cl)c3Cl)ncnc2cc1OCC1CN(C)CCO1,,,CHEMBL3882729,,2009.0,"{'bei': '13.82', 'le': '0.32', 'lle': '2.14', 'sei': '10.62'}",CHEMBL3977503,,CHEMBL3977503,7.30,0,http://www.openphacts.org/units/Nanomolar,2832021,=,38,1,=,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,1000.0,50.0
,16906380,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1OCC1CN(C)CCO1,,,CHEMBL3882729,,2009.0,"{'bei': '15.62', 'le': '0.32', 'lle': '2.76', 'sei': '10.62'}",CHEMBL3968233,,CHEMBL3968233,7.30,0,http://www.openphacts.org/units/Nanomolar,2832022,=,38,1,=,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,1000.0,50.0
,16906381,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCCC1CN(C)CC(C)(C)O1,,,CHEMBL3882729,,2009.0,"{'bei': '14.86', 'le': '0.30', 'lle': '1.73', 'sei': '10.62'}",CHEMBL3939133,,CHEMBL3939133,7.30,0,http://www.openphacts.org/units/Nanomolar,2832023,=,38,1,=,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,1000.0,50.0
,16906382,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Br)c(F)c3F)ncnc2cc1OCC1CN(C)CCO1,,,CHEMBL3882729,,2009.0,"{'bei': '14.74', 'le': '0.32', 'lle': '3.17', 'sei': '10.62'}",CHEMBL3941947,,CHEMBL3941947,7.30,0,http://www.openphacts.org/units/Nanomolar,2832024,=,38,1,=,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,1000.0,50.0
,16906383,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3cc(F)c(Br)cc3F)ncnc2cc1OCC1CN(C)CCO1,,,CHEMBL3882729,,2009.0,"{'bei': '14.74', 'le': '0.32', 'lle': '3.17', 'sei': '10.62'}",CHEMBL3952465,,CHEMBL3952465,7.30,0,http://www.openphacts.org/units/Nanomolar,2832025,=,38,1,=,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,1000.0,50.0
,16906384,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3cc(F)c(Br)c(F)c3)ncnc2cc1OCC1CN(C)CCO1,,,CHEMBL3882729,,2009.0,"{'bei': '14.74', 'le': '0.32', 'lle': '3.17', 'sei': '10.62'}",CHEMBL3955083,,CHEMBL3955083,7.30,0,http://www.openphacts.org/units/Nanomolar,2832026,=,38,1,=,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,1000.0,50.0
,16906385,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Cl)c(Cl)c3C)ncnc2cc1OCC1CN(C)CCO1,,,CHEMBL3882729,,2009.0,"{'bei': '12.95', 'le': '0.26', 'lle': '1.29', 'sei': '8.73'}",CHEMBL3921390,,CHEMBL3921390,6.00,0,http://www.openphacts.org/units/Nanomolar,2832027,=,38,1,=,,IC50,nM,,1000.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,20000.0,1000.0
,16906386,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Br)c(Cl)c3C)ncnc2cc1OCC1CN(C)CCO1,,,CHEMBL3882729,,2009.0,"{'bei': '14.38', 'le': '0.32', 'lle': '2.48', 'sei': '10.62'}",CHEMBL3924098,,CHEMBL3924098,7.30,0,http://www.openphacts.org/units/Nanomolar,2832028,=,38,1,=,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,1000.0,50.0
,16906387,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3cc(Cl)c(Br)cc3F)ncnc2cc1OCC1COCCN1C,,,CHEMBL3882729,,2009.0,"{'bei': '14.27', 'le': '0.32', 'lle': '2.65', 'sei': '10.62'}",CHEMBL3958898,,CHEMBL3958898,7.30,0,http://www.openphacts.org/units/Nanomolar,2832029,=,38,1,=,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,1000.0,50.0
,16906388,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCC1CN(C)CCO1,,,CHEMBL3882729,,2009.0,,CHEMBL3923449,,CHEMBL3923449,,0,http://www.openphacts.org/units/Nanomolar,2832030,<,38,1,<,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,50.0
,16906389,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OCC1CN(C)CCO1,,,CHEMBL3882729,,2009.0,,CHEMBL3906936,,CHEMBL3906936,,0,http://www.openphacts.org/units/Nanomolar,2832031,<,38,1,<,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,50.0
,16906390,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1OCC1CN(C)CCO1,,,CHEMBL3882729,,2009.0,,CHEMBL3909744,,CHEMBL3909744,,0,http://www.openphacts.org/units/Nanomolar,2832032,<,38,1,<,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,50.0
,16906391,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(C)c(Cl)c3Cl)ncnc2cc1OCC1CN(C)CCO1,,,CHEMBL3882729,,2009.0,"{'bei': '12.95', 'le': '0.26', 'lle': '1.29', 'sei': '8.73'}",CHEMBL3891059,,CHEMBL3891059,6.00,0,http://www.openphacts.org/units/Nanomolar,2832033,=,38,1,=,,IC50,nM,,1000.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,20000.0,1000.0
,16906392,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C)C(C)(C)C(=O)O1,,,CHEMBL3882729,,2009.0,"{'bei': '14.86', 'le': '0.30', 'lle': '2.60', 'sei': '8.51'}",CHEMBL3893846,,CHEMBL3893846,7.30,0,http://www.openphacts.org/units/Nanomolar,2832034,=,38,1,=,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,1000.0,50.0
,16906393,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Br)c(Cl)c3Cl)ncnc2cc1OCC1CN(C)C(C)(C)CO1,,,CHEMBL3882729,,2009.0,"{'bei': '13.12', 'le': '0.30', 'lle': '1.36', 'sei': '10.62'}",CHEMBL3981432,,CHEMBL3981432,7.30,0,http://www.openphacts.org/units/Nanomolar,2832035,=,38,1,=,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,1000.0,50.0
,16906394,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3cc(Cl)c(Br)cc3F)ncnc2cc1OCC1CN(C)C(C)(C)CO1,,,CHEMBL3882729,,2009.0,"{'bei': '13.52', 'le': '0.30', 'lle': '1.87', 'sei': '10.62'}",CHEMBL3972712,,CHEMBL3972712,7.30,0,http://www.openphacts.org/units/Nanomolar,2832036,=,38,1,=,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,1000.0,50.0
,16906395,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1OCC1CN(C)C(C)(C)CO1,,,CHEMBL3882729,,2009.0,,CHEMBL3921482,,CHEMBL3921482,,0,http://www.openphacts.org/units/Nanomolar,2832037,<,38,1,<,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,50.0
,16906396,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OCC1CN(C)C(C)(C)CO1,,,CHEMBL3882729,,2009.0,,CHEMBL3918761,,CHEMBL3918761,,0,http://www.openphacts.org/units/Nanomolar,2832038,<,38,1,<,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,50.0
,16906397,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCC1CN(C)C(C)(C)CO1,,,CHEMBL3882729,,2009.0,,CHEMBL3939671,,CHEMBL3939671,,0,http://www.openphacts.org/units/Nanomolar,2832039,<,38,1,<,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,,50.0
,16906398,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1OCC1CN(C)C(C)(C)CO1,,,CHEMBL3882729,,2009.0,"{'bei': '15.24', 'le': '0.30', 'lle': '2.50', 'sei': '10.62'}",CHEMBL3895129,,CHEMBL3895129,7.30,0,http://www.openphacts.org/units/Nanomolar,2832040,=,38,1,=,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,1000.0,50.0
,16906399,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN(C)CC(=O)N1,,,CHEMBL3882729,,2009.0,"{'bei': '13.91', 'le': '0.31', 'lle': '3.55', 'sei': '8.24'}",CHEMBL3935851,,CHEMBL3935851,7.30,0,http://www.openphacts.org/units/Nanomolar,2832041,=,38,1,=,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,1000.0,50.0
,16906400,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN(C)CC(=O)N1,,,CHEMBL3882729,,2009.0,"{'bei': '15.20', 'le': '0.31', 'lle': '3.66', 'sei': '8.24'}",CHEMBL3933130,,CHEMBL3933130,7.30,0,http://www.openphacts.org/units/Nanomolar,2832042,=,38,1,=,,IC50,nM,,50.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,1000.0,50.0
,16906401,[],CHEMBL3883068,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused ErbB2 kinase domain (Q679 to V1255 residues) expressed in baculovirus infected insect Sf9 cells using biotinylated poly-EY as substrate after 60 mins by alphascreen assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN(C)CC(=O)N1C,,,CHEMBL3882729,,2009.0,"{'bei': '11.14', 'le': '0.25', 'lle': '1.91', 'sei': '7.52'}",CHEMBL3891130,,CHEMBL3891130,6.00,0,http://www.openphacts.org/units/Nanomolar,2832043,=,38,1,=,,IC50,nM,,1000.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,nM,UO_0000065,20000.0,1000.0
